title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,HadGEM3-GC31,HadGEM3-GC5,Model units,UKESM1,UKESM1-3
Variable land.treeFracBdlDcd.tavg-u-hxy-u.mon.GLB (Emon.treeFracBdlDcd),1039,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1039,mon land CMIP6 UKESM1 HadGEM3-GC31 approved,treeFracBdlDcd_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,This is the percentage of the entire grid cell that is covered by broadleaf deciduous trees.,longitude latitude time typetreebd,mon,Broadleaf Deciduous Tree Area Percentage,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",GLB,%,CMIP6 CMOR variable,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='broadLeafTreeDeciduous')","land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='broadLeafTreeDeciduous')",,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='broadLeafTreeDeciduous')","land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='broadLeafTreeDeciduous')",,,%,,
Variable land.tasLut.tavg-h2m-hxy-multi.mon.GLB (Emon.tasLut),1022,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1022,mon land CMIP6 UKESM1 approved,tasLut_tavg-h2m-hxy-multi,air_temperature,,area: areacella,area: time: mean where sector,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",longitude latitude landuse time height2m,mon,Near-Surface Air Temperature on Land Use Tile,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time height2m CMIP7:longitude latitude landuse time height2m,",GLB,K,CMIP6 CMOR variable,,,,"land_use_tile_mean(m01s03i328[lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128])","land_use_tile_mean(m01s03i328[lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128])",,,K,,
Variable land.sweLut.tavg-u-hxy-multi.mon.GLB (Emon.sweLut),1019,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1019,mon land CMIP6 UKESM1 HadGEM3-GC31 approved,sweLut_tavg-u-hxy-multi,lwe_thickness_of_surface_snow_amount,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'lwe' means liquid water equivalent. 'Amount' means mass per unit area. The construction lwe_thickness_of_X_amount or _content means the vertical extent of a layer of liquid water having the same mass per unit area. Surface amount refers to the amount on the ground, excluding that on the plant or vegetation canopy."";",area: areacella,area: time: mean where sector,"The surface called ""surface"" means the lower boundary of the atmosphere. ""lwe"" means liquid water equivalent. ""Amount"" means mass per unit area. The construction lwe_thickness_of_X_amount or _content means the vertical extent of a layer of liquid water having the same mass per unit area. Surface amount refers to the amount on the ground, excluding that on the plant or vegetation canopy.",longitude latitude landuse time,mon,Snow Water Equivalent on Land-Use Tile,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",GLB,m,CMIP6 CMOR variable,"land_use_tile_mean( m01s08i236[lbproc=128] / FRESHWATER_DENSITY, m01s03i317[lbproc=128])","land_use_tile_mean( m01s08i236[lbproc=128] / FRESHWATER_DENSITY, m01s03i317[lbproc=128])",,"land_use_tile_mean( m01s08i236[lbproc=128] / FRESHWATER_DENSITY, m01s03i317[lbproc=128])","land_use_tile_mean( m01s08i236[lbproc=128] / FRESHWATER_DENSITY, m01s03i317[lbproc=128])",,,m,,
Variable land.rhc14.tavg-u-hxy-lnd.mon.GLB (Emon.rhc14),1001,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1001,mon land CMIP6 do-not-produce,rhc14_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_14C_due_to_heterotrophic_respiration,"""comment"" was ""Heterotrophic respiration is respiration by heterotrophs ('consumers'), which are organisms (including animals and decomposers) that consume other organisms or dead organic material, rather than synthesising organic material from inorganic precursors using energy from the environment (especially sunlight) as autotrophs ('producers') do. Heterotrophic respiration goes on within both the soil and litter pools."";",area: areacella,area: mean where land time: mean,"Heterotrophic respiration is respiration by heterotrophs (""consumers""), which are organisms (including animals and decomposers) that consume other organisms or dead organic material, rather than synthesising organic material from inorganic precursors using energy from the environment (especially sunlight) as autotrophs (""producers"") do. Heterotrophic respiration goes on within both the soil and litter pools.",longitude latitude time,mon,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rhc13.tavg-u-hxy-lnd.mon.GLB (Emon.rhc13),1000,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1000,mon land CMIP6 do-not-produce,rhc13_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_13C_due_to_heterotrophic_respiration,"""comment"" was ""Heterotrophic respiration is respiration by heterotrophs ('consumers'), which are organisms (including animals and decomposers) that consume other organisms or dead organic material, rather than synthesising organic material from inorganic precursors using energy from the environment (especially sunlight) as autotrophs ('producers') do. Heterotrophic respiration goes on within both the soil and litter pools."";",area: areacella,area: mean where land time: mean,"Heterotrophic respiration is respiration by heterotrophs (""consumers""), which are organisms (including animals and decomposers) that consume other organisms or dead organic material, rather than synthesising organic material from inorganic precursors using energy from the environment (especially sunlight) as autotrophs (""producers"") do. Heterotrophic respiration goes on within both the soil and litter pools.",longitude latitude time,mon,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rh.tavg-u-hxy-tree.mon.GLB (Emon.rhTree),999,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/999,mon land CMIP6 do-not-produce,rh_tavg-u-hxy-tree,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,"""cell_methods"" was ""area: time: mean where trees (comment: mask=treeFrac)"";",area: areacella,area: time: mean where trees (mask=treeFrac),Total RH of trees in the grid cell,longitude latitude time,mon,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where trees (comment: mask=treeFrac) CMIP7:area: time: mean where trees (mask=treeFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rhSoil.tavg-u-hxy-lnd.mon.GLB (Emon.rhSoil),998,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/998,mon land CMIP6,rhSoil_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_due_to_heterotrophic_respiration_in_soil,,area: areacella,area: mean where land time: mean,Needed to calculate soil bulk turnover time,longitude latitude time,mon,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Soil on Land,land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,"m01s19i053[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,,kg m-2 s-1,,
Variable land.rh.tavg-u-hxy-shb.mon.GLB (Emon.rhShrub),997,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/997,mon land CMIP6 do-not-produce,rh_tavg-u-hxy-shb,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,"""cell_methods"" was ""area: time: mean where shrubs (comment: mask=shrubFrac)"";",area: areacella,area: time: mean where shrubs (mask=shrubFrac),Total RH of shrubs in the grid cell,longitude latitude time,mon,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where shrubs (comment: mask=shrubFrac) CMIP7:area: time: mean where shrubs (mask=shrubFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rhLut.tavg-u-hxy-multi.mon.GLB (Emon.rhLut),996,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/996,mon land CMIP6 do-not-produce,rhLut_tavg-u-hxy-multi,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,,area: areacella,area: time: mean where sector,"Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers), calculated on land-use tiles.",longitude latitude landuse time,mon,Heterotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rhLitter.tavg-u-hxy-lnd.mon.GLB (Emon.rhLitter),995,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/995,mon land CMIP6,rhLitter_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_due_to_heterotrophic_respiration_in_litter,,area: areacella,area: mean where land time: mean,Needed to calculate litter bulk turnover time. Includes respiration from CWD as well.,longitude latitude time,mon,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Litter on Land,land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,m01s03i481[lbproc=128] + m01s03i482[lbproc=128],,,kg m-2 s-1,,
Variable land.rh.tavg-u-hxy-ng.mon.GLB (Emon.rhGrass),994,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/994,mon land CMIP6 do-not-produce,rh_tavg-u-hxy-ng,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,"""cell_methods"" was ""area: time: mean where natural_grasses (comment: mask=grassFrac)"";",area: areacella,area: time: mean where natural_grasses (mask=grassFrac),Total RH of grass in the grid cell,longitude latitude time,mon,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where natural_grasses (comment: mask=grassFrac) CMIP7:area: time: mean where natural_grasses (mask=grassFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rac14.tavg-u-hxy-lnd.mon.GLB (Emon.rac14),986,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/986,mon land CMIP6 do-not-produce,rac14_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_14C_due_to_plant_respiration,"""comment"" was ""Flux of carbon-14 into the atmosphere due to plant respiration. Plant respiration is the sum of respiration by parts of plants both above and below the soil. It is assumed that all the respired carbon dioxide is emitted to the atmosphere. "";",area: areacella,area: mean where land time: mean,Flux of carbon-14 into the atmosphere due to plant respiration. Plant respiration is the sum of respiration by parts of plants both above and below the soil. It is assumed that all the respired carbon dioxide is emitted to the atmosphere.,longitude latitude time,mon,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.rac13.tavg-u-hxy-lnd.mon.GLB (Emon.rac13),985,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/985,mon land CMIP6 do-not-produce,rac13_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_13C_due_to_plant_respiration,"""comment"" was ""Flux of carbon-13 into the atmosphere due to plant respiration. Plant respiration is the sum of respiration by parts of plants both above and below the soil. It is assumed that all the respired carbon dioxide is emitted to the atmosphere. "";",area: areacella,area: mean where land time: mean,Flux of carbon-13 into the atmosphere due to plant respiration. Plant respiration is the sum of respiration by parts of plants both above and below the soil. It is assumed that all the respired carbon dioxide is emitted to the atmosphere.,longitude latitude time,mon,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.ra.tavg-u-hxy-tree.mon.GLB (Emon.raTree),984,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/984,mon land CMIP6 UKESM1 approved,ra_tavg-u-hxy-tree,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,"""cell_methods"" was ""area: time: mean where trees (comment: mask=treeFrac)"";",area: areacella,area: time: mean where trees (mask=treeFrac),Total RA of trees in the grid cell,longitude latitude time,mon,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where trees (comment: mask=treeFrac) CMIP7:area: time: mean where trees (mask=treeFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,"land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='tree')","land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='tree')",,,kg m-2 s-1,,
Variable land.raStem.tavg-u-hxy-lnd.mon.GLB (Emon.raStem),983,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/983,mon land CMIP6 do-not-produce,raStem_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_in_stems,,area: areacella,area: mean where land time: mean,added for completeness with Ra_root,longitude latitude time,mon,Total Respiration from Stem as Carbon Mass Flux [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.ra.tavg-u-hxy-shb.mon.GLB (Emon.raShrub),982,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/982,mon land CMIP6 UKESM1 approved,ra_tavg-u-hxy-shb,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,"""cell_methods"" was ""area: time: mean where shrubs (comment: mask=shrubFrac)"";",area: areacella,area: time: mean where shrubs (mask=shrubFrac),Total RA of shrubs in the grid cell,longitude latitude time,mon,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where shrubs (comment: mask=shrubFrac) CMIP7:area: time: mean where shrubs (mask=shrubFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,"land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='shrub')","land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='shrub')",,,kg m-2 s-1,,
Variable land.raRoot.tavg-u-hxy-lnd.mon.GLB (Emon.raRoot),981,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/981,mon land CMIP6 do-not-produce,raRoot_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_in_roots,,area: areacella,area: mean where land time: mean,Total autotrophic respiration from all belowground plant parts. This has benchmarking value because the sum of Rh and root respiration can be compared to observations of total soil respiration.,longitude latitude time,mon,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.raOther.tavg-u-hxy-lnd.mon.GLB (Emon.raOther),980,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/980,mon land CMIP6 do-not-produce,raOther_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_in_miscellaneous_living_matter,,area: areacella,area: mean where land time: mean,added for completeness with Ra_root,longitude latitude time,mon,Total Respiration from Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.raLeaf.tavg-u-hxy-lnd.mon.GLB (Emon.raLeaf),979,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/979,mon land CMIP6 do-not-produce,raLeaf_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_in_leaves,,area: areacella,area: mean where land time: mean,added for completeness with Ra_root,longitude latitude time,mon,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],land,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,,
Variable land.ra.tavg-u-hxy-ng.mon.GLB (Emon.raGrass),978,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/978,mon land CMIP6 UKESM1 approved,ra_tavg-u-hxy-ng,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,"""cell_methods"" was ""area: time: mean where natural_grasses (comment: mask=grassFrac)"";",area: areacella,area: time: mean where natural_grasses (mask=grassFrac),Total RA of grass in the grid cell,longitude latitude time,mon,Autotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where natural_grasses (comment: mask=grassFrac) CMIP7:area: time: mean where natural_grasses (mask=grassFrac),",GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,"land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='grass')","land_class_mean( m01s19i184[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='grass')",,,kg m-2 s-1,,
Variable land.pastureFracC4.tavg-u-hxy-u.mon.GLB (Emon.pastureFracC4),971,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/971,mon land CMIP6 UKESM1 approved,pastureFracC4_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell covered by C4 pasture,longitude latitude time typec4pastures,mon,C4 Pasture Area Percentage,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",GLB,%,CMIP6 CMOR variable,,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128],m01s03i395[lbproc=128], land_class='c4Pasture')","land_class_area(m01s19i013[lbtim_ia=240,lbproc=128],m01s03i395[lbproc=128], land_class='c4Pasture')",,,%,,
