title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM-GC3.1,Expression HadGEM-GC5,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable aerosol.chepsoa.tavg-u-hxy-u.mon.GLB (AERmon.chepsoa),270,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/270,mon aerosol CMIP6 approved,chepsoa_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production,"""comment"" was ""If model lumps secondary organic aerosol (SOA) emissions with primary organic aerosol (POA), then the sum of POA and SOA emissions is reported as OA emissions. Here, mass refers to the mass of primary organic matter, not mass of organic carbon alone."";",area: areacella,area: time: mean,"If model lumps SOA emissions with POA, then the sum of POA and SOA emissions is reported as OA emissions. ""mass"" refers to the mass of primary organic matter, not mass of organic carbon alone.",longitude latitude time,mon,Chemical Production of Dry Aerosol Secondary Organic Matter,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')",,"achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.chepasoa.tavg-u-hxy-u.mon.GLB (AERmon.chepasoa),267,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/267,mon aerosol CMIP6 do-not-produce,chepasoa_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production,,area: areacella,area: time: mean,anthropogenic part of chepsoa,longitude latitude time,mon,Total Net Production of Anthropogenic Secondary Organic Aerosol,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.chegpso4.tavg-al-hxy-u.mon.GLB (AERmon.chegpso4),266,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/266,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,chegpso4_tavg-al-hxy-u,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_gaseous_phase_net_chemical_production,,area: areacella,area: time: mean,proposed name: tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_gas_phase_net_chemical_production,longitude latitude alevel time,mon,Gas-Phase Production Rate of SO4,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')",,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')",,g m-2 s-1
Variable aerosol.cheaqpso4.tavg-al-hxy-u.mon.GLB (AERmon.cheaqpso4),264,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/264,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,cheaqpso4_tavg-al-hxy-u,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_aqueous_phase_net_chemical_production,,area: areacella,area: time: mean,proposed name: tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_aqueous_phase_net_chemical_production,longitude latitude alevel time,mon,Aqueous-Phase Production Rate of SO4,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, (m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128] + m01s38i285[lbproc=128] + m01s38i286[lbproc=128] + m01s38i288[lbproc=128] + m01s38i289[lbproc=128]), areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, (m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128] + m01s38i285[lbproc=128] + m01s38i286[lbproc=128] + m01s38i288[lbproc=128] + m01s38i289[lbproc=128]), areadiv='True')",,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, (m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128] + m01s38i285[lbproc=128] + m01s38i286[lbproc=128] + m01s38i288[lbproc=128] + m01s38i289[lbproc=128]), areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, (m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128] + m01s38i285[lbproc=128] + m01s38i286[lbproc=128] + m01s38i288[lbproc=128] + m01s38i289[lbproc=128]), areadiv='True')",,g m-2 s-1
Variable aerosol.ch3coch3.tavg-al-hxy-u.mon.GLB (AERmon.ch3coch3),260,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/260,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,ch3coch3_tavg-al-hxy-u,mole_fraction_of_acetone_in_air,"""comment"" was ""Mole fraction is used in the construction 'mole_fraction_of_X_in_Y', where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. Acetone is an organic molecule with the chemical formula CH3CH3CO. The IUPAC name for acetone is propan-2-one. Acetone is a member of the group of organic compounds known as ketones. There are standard names for the ketone group as well as for some of the individual species.""; ; ""long_name"" was ""CH3COCH3 volume mixing ratio"";",area: areacella,area: time: mean,"Mole fraction is used in the construction ""mole_fraction_of_X_in_Y"", where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". Acetone is an organic molecule with the chemical formula CH3CH3CO. The IUPAC name for acetone is propan-2-one. Acetone is a member of the group of organic compounds known as ketones. There are standard names for the ketone group as well as for some of the individual species.",longitude latitude alevel time,mon,CH3COCH3 Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],,mol mol-1
Variable aerosol.cfc114.tavg-al-hxy-u.mon.GLB (AERmon.cfc114),259,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/259,mon aerosol do-not-produce,cfc114_tavg-al-hxy-u,mole_fraction_of_cfc114_in_air,Not present,area: areacella,area: time: mean,Mole fraction of cfc114 in air,longitude latitude alevel time,mon,Mole Fraction of CFC114,aerosol,,,GLB,mol mol-1,New,,,,,,,,,
Variable aerosol.cdnc.tavg-al-hxy-u.mon.GLB (AERmon.cdnc),258,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/258,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,cdnc_tavg-al-hxy-u,number_concentration_of_cloud_liquid_water_particles_in_air,,area: areacella,area: time: mean,Cloud Droplet Number Concentration in liquid water clouds.,longitude latitude alevel time,mon,Cloud Liquid Droplet Number Concentration,aerosol,,,GLB,m-3,CMIP6 CMOR variable,,,m01s01i241[lbproc=128] / m01s01i223[lbproc=128],m01s01i241[lbproc=128] / m01s01i223[lbproc=128],,m01s01i241[lbproc=128] / m01s01i223[lbproc=128],m01s01i241[lbproc=128] / m01s01i223[lbproc=128],,cm-3
Variable aerosol.ccn1.tavg-al-hxy-u.mon.GLB (AERmon.ccn1),257,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/257,mon aerosol do-not-produce,ccn1_tavg-al-hxy-u,number_concentration_of_cloud_condensation_nuclei_assuming_reference_relative_humidity,Not present,area: areacella,area: time: mean,"This is the concentration of cloud condensation nuclei (CCN) at 1.0 percent supersaturation, based on aerosol chemical composition and size",longitude latitude alevel time hur101pct,mon,CCN concentration at 1.0 percent supersaturation,aerosol,,,GLB,m-3,New,,,,,,,,,
Variable aerosol.ccnp02.tavg-al-hxy-u.mon.GLB (AERmon.ccn02),256,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/256,mon aerosol do-not-produce,ccnp02_tavg-al-hxy-u,number_concentration_of_cloud_condensation_nuclei_assuming_reference_relative_humidity,Not present,area: areacella,area: time: mean,"This is the concentration of cloud condensation nuclei (CCN) at 0.2% supersaturation, based on aerosol chemical composition and size",longitude latitude alevel time hur100p2pct,mon,CCN concentration at 0.2 percent supersaturation,aerosol,,,GLB,m-3,New,,,,,,,,,
Variable aerosol.ccn.tavg-u-hxy-ccl.mon.GLB (AERmon.ccn),255,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/255,question mon aerosol CMIP6 do-not-produce,ccn_tavg-u-hxy-ccl,number_concentration_of_cloud_condensation_nuclei_at_stp_in_air,,area: areacella,"area: time: mean where convective_cloud (mean over the portion of the cell containing liquid topped cloud, as seen from top of atmosphere)",proposed name: number_concentration_of_ambient_aerosol_in_air_at_liquid_water_cloud_top,longitude latitude time,mon,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where convective_cloud (mean over the portion of the cell containing liquid topped cloud, as seen from top of atmosphere),",GLB,m-3,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.c3h8.tavg-al-hxy-u.mon.GLB (AERmon.c3h8),253,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/253,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,c3h8_tavg-al-hxy-u,mole_fraction_of_propane_in_air,"""long_name"" was ""C3H8 volume mixing ratio"";",area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,C3H8 Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],,mol mol-1
Variable aerosol.c3h6.tavg-al-hxy-u.mon.GLB (AERmon.c3h6),252,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/252,mon aerosol CMIP6 approved,c3h6_tavg-al-hxy-u,mole_fraction_of_propene_in_air,"""long_name"" was ""C3H6 volume mixing ratio"";",area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,C3H6 Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,m01s34i093[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H6),m01s34i093[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H6),,m01s34i093[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H6),m01s34i093[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H6),,mol mol-1
Variable aerosol.c2h6.tavg-al-hxy-u.mon.GLB (AERmon.c2h6),251,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/251,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,c2h6_tavg-al-hxy-u,mole_fraction_of_ethane_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,C2H6 Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],,mol mol-1
Variable aerosol.aoanh.tavg-al-hxy-u.mon.NH (AERmon.aoanh),247,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/247,mon aerosol CMIP6 do-not-produce,aoanh_tavg-al-hxy-u,tracer_lifetime,"""comment"" was ""Fixed surface layer mixing ratio over 30o-50oN (0 ppbv), uniform fixed source (at all levels) everywhere else (source is unspecified but must be constant in space and time and documented). Note that the source could be 1yr/yr, so the tracer concentration provides mean age in years. For method using linearly increasing tracer include a method attribute: 'linearly increasing tracer'For method using uniform source (1yr/yr) include a method attribute: 'uniform source'"";",area: areacella,area: time: mean (weighted by tracer mass),"Fixed surface layer mixing ratio over 30o-50oN (0 ppbv), uniform fixed source (at all levels) everywhere else (source is unspecified but must be constant in space and time and documented). Note that the source could be 1yr/yr, so the tracer concentration provides mean age in years. For method using linearly increasing tracer include a method attribute: ""linearly increasing tracer""For method using uniform source (1yr/yr) include a method attribute: ""uniform source""",longitude latitude alevel time,mon,Northern Hemisphere Tracer Lifetime,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean (weighted by tracer mass),",NH,yr,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.airmass.tavg-al-hxy-u.mon.GLB (AERmon.airmass),246,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/246,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,airmass_tavg-al-hxy-u,atmosphere_mass_of_air_per_unit_area,,area: areacella,area: time: mean,The mass of air in an atmospheric layer.,longitude latitude alevel time,mon,Vertically Integrated Mass Content of Air in Layer,aerosol,,,GLB,kg m-2,CMIP6 CMOR variable,,,div_by_area(m01s50i063[lbproc=128]),div_by_area(m01s50i063[lbproc=128]),,div_by_area(m01s50i063[lbproc=128]),div_by_area(m01s50i063[lbproc=128]),,kg m-2
Variable aerosol.abs550ss.tavg-u-hxy-u.mon.GLB (AERmon.abs550ss),245,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/245,mon aerosol do-not-produce,abs550ss_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the sea salt aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,sea salt aaod@550nm,aerosol,,,GLB,1,New,,,,,,,,,
Variable aerosol.abs550so4.tavg-u-hxy-u.mon.GLB (AERmon.abs550so4),244,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/244,mon aerosol do-not-produce,abs550so4_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the sulphate aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,sulfate aaod@550nm,aerosol,,,GLB,1,New,,,,,,,,,
Variable aerosol.abs550oa.tavg-u-hxy-u.mon.GLB (AERmon.abs550oa),243,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/243,mon aerosol do-not-produce,abs550oa_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the particular organic matter aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,particulate organic matter aaod@550nm,aerosol,,,GLB,1,New,,,,,,,,,
Variable aerosol.abs550no3.tavg-u-hxy-u.mon.GLB (AERmon.abs550no3),242,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/242,mon aerosol do-not-produce,abs550no3_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the nitrate aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,nitrate aaod@550nm,aerosol,,,GLB,1,New,,,,,,,,,
Variable aerosol.abs550dust.tavg-u-hxy-u.mon.GLB (AERmon.abs550dust),241,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/241,mon aerosol approved,abs550dust_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the dust aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,dust absorption aerosol optical depth @550nm,aerosol,,,GLB,1,New,,,"m01s02i585[lbplev=3, lbproc=128]","m01s02i585[lbplev=3, lbproc=128]",,"m01s02i585[lbplev=3, lbproc=128]","m01s02i585[lbplev=3, lbproc=128]",,1
Variable aerosol.abs550bc.tavg-u-hxy-u.mon.GLB (AERmon.abs550bc),240,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/240,mon aerosol do-not-produce,abs550bc_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,Not present,area: areacella,area: time: mean,This is the black carbon aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,black carbon aaod@550nm,aerosol,,,GLB,1,New,,,,,,,,,
Variable aerosol.abs550aer.tavg-u-hxy-u.mon.GLB (AERmon.abs550aer),239,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/239,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,abs550aer_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,,area: areacella,area: time: mean,Optical thickness of atmospheric aerosols at wavelength 550 nanometers.,longitude latitude time lambda550nm,mon,Ambient Aerosol Absorption Optical Thickness at 550nm,aerosol,,,GLB,1,CMIP6 CMOR variable,,,"m01s02i240[lbplev=3, lbproc=128] + m01s02i241[lbplev=3, lbproc=128] + m01s02i242[lbplev=3, lbproc=128] + m01s02i243[lbplev=3, lbproc=128] + m01s02i585[lbplev=3, lbproc=128]","m01s02i240[lbplev=3, lbproc=128] + m01s02i241[lbplev=3, lbproc=128] + m01s02i242[lbplev=3, lbproc=128] + m01s02i243[lbplev=3, lbproc=128] + m01s02i585[lbplev=3, lbproc=128]",,"m01s02i240[lbplev=3, lbproc=128] + m01s02i241[lbplev=3, lbproc=128] + m01s02i242[lbplev=3, lbproc=128] + m01s02i243[lbplev=3, lbproc=128] + m01s02i585[lbplev=3, lbproc=128]","m01s02i240[lbplev=3, lbproc=128] + m01s02i241[lbplev=3, lbproc=128] + m01s02i242[lbplev=3, lbproc=128] + m01s02i243[lbplev=3, lbproc=128] + m01s02i585[lbplev=3, lbproc=128]",,1
Variable aerosol.sfpm25.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfpm25),237,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/237,question 1hr aerosol CMIP6 approved,sfpm25_tavg-h2m-hxy-u,mass_fraction_of_pm2p5_ambient_aerosol_particles_in_air,"""comment"" was ""Mass fraction of atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 2.5 micrometers. To specify the relative humidity and temperature at which the particle size applies, provide scalar coordinate variables with the standard names of 'relative_humidity' and 'air_temperature'."";",area: areacella,area: time: mean,"Mass fraction of atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 2.5 micrometers. To specify the relative humidity and temperature at which the particle size applies, provide scalar coordinate variables with the standard names of ""relative_humidity"" and ""air_temperature"".",longitude latitude time lowerModelLayer,1hr,PM2.5 Mass Mixing Ratio in Lowest Model Layer,aerosol,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time lowerModelLayer,",GLB,kg kg-1,CMIP6 CMOR variable,,,"(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)",,"(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)",,kg kg-1
Variable aerosol.sfpm10.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfpm10),236,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/236,1hr aerosol approved,sfpm10_tavg-h2m-hxy-u,mass_fraction_of_pm10_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Hourly PM10 Mass Mixing Ratio in Lowest Model Layer,longitude latitude time lowerModelLayer,1hr,Hourly Surface PM10 Mixing Ratio,aerosol,,,GLB,kg kg-1,New,,,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,kg kg-1
Variable aerosol.sfpm1.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfpm1),235,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/235,1hr aerosol do-not-produce,sfpm1_tavg-h2m-hxy-u,mass_fraction_of_pm1_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Hourly PM1.0 Mass Mixing Ratio in Lowest Model Layer,longitude latitude time lowerModelLayer,1hr,Hourly Surface PM1.0 Mixing Ratio,aerosol,,,GLB,kg kg-1,New,,,,,,,,,
Variable aerosol.o3.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfo3),234,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/234,1hr aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,o3_tavg-h2m-hxy-u,mole_fraction_of_ozone_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude time lowerModelLayer,1hr,O3 Volume Mixing Ratio in Lowest Model Layer,aerosol,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time lowerModelLayer,",GLB,mol mol-1,CMIP6 CMOR variable,,,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=128]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=128]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=128]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=128]",,mol mol-1
Variable aerosol.no2.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfno2),233,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/233,1hr aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,no2_tavg-h2m-hxy-u,mole_fraction_of_nitrogen_dioxide_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude time lowerModelLayer,1hr,NO2 Volume Mixing Ratio in Lowest Model Layer,aerosol,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time lowerModelLayer,",GLB,mol mol-1,CMIP6 CMOR variable,,,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lblev=1, lbproc=128]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lblev=1, lbproc=128]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lblev=1, lbproc=128]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lblev=1, lbproc=128]",,mol mol-1
